               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.026243,            0.011639,            0.018604,             0.50536,             0.28988,             0.35935,              0.2632,            0.034681,            0.007185,            0.058031,           0.0084754,           0.0084754,           0.0084754
                 156,            0.025799,            0.011705,            0.015525,             0.46942,             0.37886,             0.44692,             0.31406,            0.034562,           0.0073524,             0.05065,           0.0084655,           0.0084655,           0.0084655
                 157,            0.024964,            0.011315,            0.011621,             0.46996,             0.50893,             0.49094,             0.33591,            0.036348,           0.0063243,            0.054036,           0.0084556,           0.0084556,           0.0084556
                 158,            0.025414,            0.010846,            0.012159,             0.48668,             0.42354,             0.44808,             0.32211,             0.03668,           0.0063348,            0.061652,           0.0084457,           0.0084457,           0.0084457
                 159,            0.025873,            0.010982,            0.013634,                0.45,             0.40815,             0.43653,             0.33333,            0.038501,           0.0063303,            0.057603,           0.0084358,           0.0084358,           0.0084358
                 160,            0.025313,            0.010859,            0.014607,             0.43843,             0.54806,             0.54595,             0.43292,            0.037359,            0.005789,            0.051099,           0.0084259,           0.0084259,           0.0084259
                 161,            0.024776,            0.010601,            0.017165,             0.46712,              0.5519,             0.52237,             0.39961,            0.040616,           0.0058465,            0.050768,            0.008416,            0.008416,            0.008416
                 162,            0.025179,             0.01134,            0.011504,             0.47038,             0.57857,             0.53086,             0.41175,                0.04,           0.0057359,            0.055147,           0.0084061,           0.0084061,           0.0084061
                 163,            0.024726,            0.011105,            0.011159,             0.56596,              0.5629,              0.5412,             0.39558,            0.040166,           0.0056014,             0.05002,           0.0083962,           0.0083962,           0.0083962
                 164,            0.025037,            0.010847,            0.013815,             0.56813,             0.55242,              0.5208,             0.41219,            0.038086,           0.0054622,            0.049796,           0.0083863,           0.0083863,           0.0083863
                 165,            0.024581,            0.011619,            0.010847,             0.66234,             0.40086,             0.47719,             0.36763,            0.035345,           0.0055866,             0.05676,           0.0083764,           0.0083764,           0.0083764
                 166,            0.026476,            0.010947,            0.016783,             0.54942,             0.41943,             0.45869,             0.31962,            0.038163,           0.0057063,            0.061182,           0.0083665,           0.0083665,           0.0083665
                 167,            0.025521,            0.011588,            0.015416,             0.49802,              0.3901,             0.43361,             0.33563,            0.037227,            0.005589,            0.070132,           0.0083566,           0.0083566,           0.0083566
                 168,            0.023905,            0.010596,            0.021237,             0.42701,             0.39006,              0.4067,             0.31924,            0.037794,           0.0054488,            0.067088,           0.0083467,           0.0083467,           0.0083467
                 169,            0.024757,             0.01221,            0.015255,             0.43368,             0.44756,             0.40565,             0.31739,            0.036798,           0.0056415,            0.065924,           0.0083368,           0.0083368,           0.0083368
                 170,            0.025343,            0.011953,            0.013205,              0.4751,              0.4252,             0.43669,              0.3385,            0.037273,            0.005898,            0.066811,           0.0083269,           0.0083269,           0.0083269
                 171,             0.02592,            0.011763,            0.017447,             0.37503,              0.4344,             0.41298,              0.3061,            0.039425,           0.0058322,            0.061331,            0.008317,            0.008317,            0.008317
                 172,            0.025434,            0.010557,            0.013309,             0.44149,              0.4357,             0.42425,             0.31764,            0.037119,           0.0061502,            0.057443,           0.0083071,           0.0083071,           0.0083071
                 173,            0.023299,            0.011797,            0.017325,             0.41867,              0.4498,             0.47624,             0.37056,            0.034435,           0.0058703,            0.065016,           0.0082972,           0.0082972,           0.0082972
                 174,            0.023647,            0.010444,            0.015248,             0.57783,             0.45517,              0.4999,             0.39693,            0.034965,           0.0055816,            0.053897,           0.0082873,           0.0082873,           0.0082873
                 175,            0.028795,            0.010582,            0.024158,             0.52943,             0.47935,              0.4908,             0.38162,             0.03188,           0.0059495,             0.04642,           0.0082774,           0.0082774,           0.0082774
                 176,            0.023541,            0.010319,            0.012211,             0.60319,             0.39173,             0.50114,             0.39861,            0.035692,           0.0059972,            0.061491,           0.0082675,           0.0082675,           0.0082675
                 177,            0.024537,            0.010729,            0.014291,             0.50871,             0.41947,             0.50367,             0.38239,            0.036673,           0.0055988,            0.063531,           0.0082576,           0.0082576,           0.0082576
                 178,            0.025894,            0.010578,             0.01947,             0.42591,             0.35248,             0.46246,             0.35309,            0.033982,            0.005784,            0.049699,           0.0082477,           0.0082477,           0.0082477
                 179,            0.024974,            0.011809,            0.012917,             0.45477,             0.38065,              0.5039,             0.38118,            0.031782,           0.0055614,            0.046703,           0.0082378,           0.0082378,           0.0082378
                 180,            0.024176,             0.01029,            0.014814,             0.41919,              0.4824,             0.50622,               0.396,            0.031449,           0.0053234,            0.044588,           0.0082279,           0.0082279,           0.0082279
                 181,            0.023861,            0.010358,            0.011657,             0.52532,             0.44521,             0.49184,             0.37365,            0.034992,           0.0056603,             0.05237,            0.008218,            0.008218,            0.008218
                 182,            0.022568,            0.010642,            0.016239,             0.57989,             0.35582,              0.4483,             0.34385,            0.035722,           0.0061762,            0.053705,           0.0082081,           0.0082081,           0.0082081
                 183,            0.026319,            0.011984,            0.014741,             0.32748,             0.52527,             0.42141,             0.32964,            0.032555,           0.0061026,            0.053416,           0.0081982,           0.0081982,           0.0081982
                 184,            0.026221,            0.011197,            0.012437,              0.3487,             0.54585,             0.44592,             0.35325,            0.033293,           0.0057921,            0.052829,           0.0081883,           0.0081883,           0.0081883
                 185,            0.024407,            0.011533,            0.015458,              0.4656,             0.37172,             0.40928,             0.31723,            0.031196,           0.0057416,            0.051868,           0.0081784,           0.0081784,           0.0081784
                 186,            0.023394,             0.01131,            0.012491,             0.37681,              0.4436,             0.38116,             0.28071,            0.033982,           0.0058732,            0.053523,           0.0081685,           0.0081685,           0.0081685
                 187,            0.024442,            0.011361,            0.013395,             0.59764,              0.3063,             0.41934,             0.32879,            0.032636,           0.0056612,            0.055232,           0.0081586,           0.0081586,           0.0081586
                 188,            0.025156,             0.01192,            0.016465,              0.5288,             0.37527,             0.39878,             0.31928,             0.03288,           0.0055821,            0.055916,           0.0081487,           0.0081487,           0.0081487
                 189,            0.024453,            0.010913,            0.010946,             0.45264,             0.47642,             0.47217,             0.38506,            0.031635,           0.0051441,            0.048941,           0.0081388,           0.0081388,           0.0081388
                 190,            0.022868,           0.0095938,             0.01088,             0.64527,             0.38533,             0.47832,             0.38274,            0.035133,           0.0053606,            0.046762,           0.0081289,           0.0081289,           0.0081289
                 191,            0.025069,            0.011552,            0.014668,             0.62208,             0.42999,             0.50534,             0.42086,            0.036943,           0.0051146,            0.053865,            0.008119,            0.008119,            0.008119
                 192,            0.024958,            0.012804,            0.018166,              0.7088,             0.37898,             0.50744,             0.40639,            0.035844,           0.0052469,            0.058063,           0.0081091,           0.0081091,           0.0081091
                 193,            0.025938,            0.011242,           0.0089693,             0.59842,             0.41845,             0.50777,             0.40958,            0.036808,           0.0052474,            0.061235,           0.0080992,           0.0080992,           0.0080992
                 194,             0.02445,            0.011478,           0.0097063,             0.59217,             0.41008,             0.48574,             0.38247,            0.037685,           0.0055172,            0.064183,           0.0080893,           0.0080893,           0.0080893
                 195,            0.026122,           0.0095897,            0.017825,             0.58038,             0.41311,             0.49383,              0.3846,             0.03981,           0.0053968,            0.063168,           0.0080794,           0.0080794,           0.0080794
                 196,            0.023016,            0.010692,            0.014007,             0.58629,             0.38184,             0.49548,             0.38125,            0.039564,           0.0057328,            0.058138,           0.0080695,           0.0080695,           0.0080695
                 197,            0.025623,            0.011309,            0.011935,             0.50403,             0.51409,             0.52992,             0.41736,            0.039658,           0.0057323,            0.054623,           0.0080596,           0.0080596,           0.0080596
                 198,            0.024658,            0.011205,           0.0098701,             0.40836,             0.47092,             0.46427,             0.35252,            0.041356,           0.0058367,            0.053961,           0.0080497,           0.0080497,           0.0080497
                 199,            0.024627,            0.011005,           0.0096847,             0.56874,             0.43896,             0.49719,             0.37437,             0.03684,           0.0055506,            0.045042,           0.0080398,           0.0080398,           0.0080398
                 200,            0.025145,            0.010733,            0.013304,             0.39183,             0.46567,             0.45225,             0.32719,            0.037487,           0.0055137,            0.047136,           0.0080299,           0.0080299,           0.0080299
                 201,            0.023913,           0.0098219,           0.0078992,             0.47569,             0.43451,             0.46628,              0.3475,            0.038266,           0.0056343,            0.047782,             0.00802,             0.00802,             0.00802
                 202,             0.02064,            0.010525,            0.012236,             0.59038,             0.38814,             0.47111,             0.36563,            0.035007,           0.0053596,            0.044199,           0.0080101,           0.0080101,           0.0080101
                 203,            0.023781,             0.01021,            0.013138,             0.53546,             0.38504,             0.48612,             0.35018,            0.035924,            0.005523,            0.045016,           0.0080002,           0.0080002,           0.0080002
                 204,            0.023353,            0.011179,           0.0090645,             0.39246,             0.33047,             0.33641,             0.22529,             0.03719,           0.0058687,            0.059104,           0.0079903,           0.0079903,           0.0079903
                 205,            0.026208,            0.012248,            0.011135,              0.5337,             0.31312,             0.33259,             0.21959,            0.033746,           0.0064952,             0.05668,           0.0079804,           0.0079804,           0.0079804
                 206,             0.02283,            0.010782,            0.013697,             0.39424,             0.32261,             0.32935,             0.23235,            0.033132,           0.0061285,            0.056519,           0.0079705,           0.0079705,           0.0079705
                 207,            0.022936,            0.011463,           0.0085226,             0.33851,             0.36821,             0.36678,              0.2652,            0.037479,            0.005862,            0.052231,           0.0079606,           0.0079606,           0.0079606
                 208,            0.023279,            0.010245,            0.015894,             0.39386,             0.32839,             0.34614,             0.26493,            0.038156,           0.0056815,            0.056087,           0.0079507,           0.0079507,           0.0079507
                 209,            0.022537,             0.01053,            0.011892,             0.44586,             0.36383,             0.34882,             0.25311,            0.040894,           0.0056734,            0.059361,           0.0079408,           0.0079408,           0.0079408
                 210,            0.025308,            0.012074,            0.012336,             0.37023,             0.33869,             0.32888,             0.23491,            0.040676,           0.0053194,             0.06915,           0.0079309,           0.0079309,           0.0079309
                 211,            0.024522,            0.010716,            0.012495,             0.30987,             0.30992,             0.30073,             0.18362,            0.048548,           0.0054607,            0.075494,            0.007921,            0.007921,            0.007921
                 212,            0.024799,            0.010616,            0.012581,             0.30351,             0.41561,             0.30779,             0.23786,            0.041131,           0.0052936,             0.07197,           0.0079111,           0.0079111,           0.0079111
                 213,             0.02384,            0.011308,           0.0096213,             0.40093,             0.41068,             0.36049,             0.27262,            0.041223,           0.0051033,            0.066383,           0.0079012,           0.0079012,           0.0079012
                 214,            0.025777,            0.011571,            0.017635,               0.386,             0.40109,             0.37978,             0.29892,            0.040276,           0.0050879,            0.060327,           0.0078913,           0.0078913,           0.0078913
                 215,            0.027013,            0.011592,            0.018419,             0.40711,               0.408,             0.36956,             0.29228,            0.040292,           0.0054262,            0.062666,           0.0078814,           0.0078814,           0.0078814
                 216,            0.023996,              0.0109,            0.012009,             0.41569,             0.34742,             0.32739,              0.2633,            0.041016,            0.005481,            0.060525,           0.0078715,           0.0078715,           0.0078715
                 217,             0.02403,           0.0091678,            0.011695,             0.45392,             0.47962,             0.45467,             0.36855,            0.032895,           0.0053248,            0.059088,           0.0078616,           0.0078616,           0.0078616
                 218,            0.025296,            0.011636,            0.014818,             0.48221,             0.48321,             0.50466,              0.3876,            0.032785,           0.0055518,            0.063435,           0.0078517,           0.0078517,           0.0078517
